geneId,geneSymbol,DSI,DPI,PLI,protein_class_name,protein_class,NofDiseases,NofPmids
56994,CHPT1,0.474,0.846,0.00024252,Enzyme,DTO_05007624,253,366
56996,SLC12A9,0.454,0.769,1.1806e-15,Transporter,DTO_05007405,280,486
56997,COQ8A,0.674,0.385,9.2856e-11,Kinase,DTO_03300101,64,28
56999,ADAMTS9,0.633,0.692,1.0004e-06,Enzyme,DTO_05007624,53,40
57007,ACKR3,0.428,0.885,0.39134,G-protein coupled receptor,DTO_02300001,400,629
57016,AKR1B10,0.546,0.769,7.5723e-09,Enzyme,DTO_05007624,130,111
57018,CCNL1,0.769,0.385,0.99575,Enzyme modulator,DTO_05007584,14,10
57026,PDXP,0.533,0.731,0.25559,Enzyme,DTO_05007624,149,323
57030,SLC17A7,0.636,0.308,0.99988,Transporter,DTO_05007405,79,50
57047,PLSCR2,1.0,0.077,1.1863e-06,Transporter,DTO_05007405,1,1
57050,UTP3,0.839,0.115,1.9374e-05,Nucleic acid binding,DTO_05007557,9,3
57053,CHRNA10,1.0,0.077,4.7867e-10,Ion channel,DTO_01300327,1,1
57055,DAZ2,0.821,0.115,0.288,Nucleic acid binding,DTO_05007557,10,8
57057,TBX20,0.663,0.346,0.97302,Transcription factor,DTO_05007542,45,37
57060,PCBP4,0.523,0.808,0.0023713,Enzyme,DTO_05007624,147,193
57084,SLC17A6,0.678,0.5,0.16199,Transporter,DTO_05007405,43,36
57088,PLSCR4,0.722,0.462,1.8979e-06,Transporter,DTO_05007405,18,18
57094,CPA6,0.716,0.346,4.3984e-17,Enzyme,DTO_05007624,29,12
57096,RPGRIP1,0.553,0.654,1.2632e-23,Enzyme modulator,DTO_05007584,121,52
57101,ANO2,0.751,0.346,1.7081999999999999e-22,Ion channel,DTO_01300327,20,12
57104,PNPLA2,0.511,0.846,0.0041069,Enzyme,DTO_05007624,199,218
57105,CYSLTR2,0.633,0.538,9.9817e-05,G-protein coupled receptor,DTO_02300001,60,37
57113,TRPC7,0.839,0.115,0.00019479,Ion channel,DTO_01300327,8,4
57118,CAMK1D,0.743,0.423,0.9962,Kinase,DTO_03300101,28,25
57121,LPAR5,0.751,0.385,0.051408,G-protein coupled receptor,DTO_02300001,23,11
57122,NUP107,0.595,0.5,2.5555e-09,Transporter,DTO_05007405,98,13
57129,MRPL47,1.0,0.115,0.00042814,Nucleic acid binding,DTO_05007557,1,1
57132,CHMP1B,0.736,0.462,0.73182,Transporter,DTO_05007405,24,27
57134,MAN1C1,0.805,0.308,0.20933,Chaperone,DTO_05007613,11,9
57143,ADCK1,0.89,0.192,9.4776e-15,Kinase,DTO_03300101,8,8
57144,PAK5,0.631,0.462,0.99977,Kinase,DTO_03300101,52,35
57147,SCYL3,0.931,0.077,0.28151,Kinase,DTO_03300101,2,1
57153,SLC44A2,0.743,0.462,0.00011917,Transporter,DTO_05007405,21,21
57154,SMURF1,0.595,0.615,0.6118,Enzyme,DTO_05007624,70,52
57157,PHTF2,1.0,0.077,0.00017719,Transcription factor,DTO_05007542,7,11
57165,GJC2,0.593,0.692,0.010438,Cell-cell junction,DTO_05007527,115,60
57167,SALL4,0.489,0.769,0.99997,Transcription factor,DTO_05007542,245,150
57169,ZNFX1,0.78,0.192,0.99983,Enzyme,DTO_05007624,15,9
57171,DOLPP1,0.931,0.077,0.17497,Enzyme,DTO_05007624,2,1
57172,CAMK1G,0.839,0.154,0.00039801,Kinase,DTO_03300101,5,2
57175,CORO1B,0.89,0.115,4.5885e-05,Cellular structure,DTO_05007530,5,3
57180,ACTR3B,0.89,0.154,0.99911,Cellular structure,DTO_05007530,4,3
57181,SLC39A10,0.78,0.231,0.9927,Transporter,DTO_05007405,18,8
57185,NIPAL3,1.0,0.077,6.9573e-05,Transporter,DTO_05007405,2,1
57186,RALGAPA2,0.861,0.115,3.0325e-17,Enzyme modulator,DTO_05007584,7,2
57187,THOC2,0.65,0.538,1.0,Transcription factor,DTO_05007542,59,10
57188,ADAMTSL3,0.729,0.346,1.3662000000000002e-19,Enzyme,DTO_05007624,35,34
57192,MCOLN1,0.601,0.654,0.00058027,Ion channel,DTO_01300327,102,103
57194,ATP10A,0.792,0.346,0.0018269,Transporter,DTO_05007405,10,15
57198,ATP8B2,1.0,0.077,0.0056318,Transporter,DTO_05007405,1,1
57205,ATP10D,0.861,0.154,7.561000000000001e-20,Transporter,DTO_05007405,4,4
57209,ZNF248,0.821,0.231,0.32621,Transcription factor,DTO_05007542,7,3
57211,ADGRG6,0.666,0.385,6.6088e-05,G-protein coupled receptor,DTO_02300001,65,45
57231,SNX14,0.659,0.423,6.0711e-17,Enzyme modulator,DTO_05007584,59,8
57282,SLC4A10,0.678,0.269,0.13404,Transporter,DTO_05007405,35,18
57333,RCN3,0.839,0.077,3.8085e-11,Calcium-binding protein,DTO_05007616,8,6
57337,SENP7,0.821,0.192,0.073339,Enzyme,DTO_05007624,17,13
57348,TTYH1,0.861,0.115,0.99539,Ion channel,DTO_01300327,10,7
57369,GJD2,0.705,0.5,0.19681,Cell-cell junction,DTO_05007527,29,34
57379,AICDA,0.463,0.885,9.2098e-06,Enzyme,DTO_05007624,265,346
57381,RHOJ,0.686,0.308,0.0064012,Enzyme modulator,DTO_05007584,38,23
57402,S100A14,0.663,0.385,0.0018638,Calcium-binding protein,DTO_05007616,41,30
57406,ABHD6,0.751,0.385,2.2313e-05,Enzyme,DTO_05007624,24,14
57409,MIF4GD,1.0,0.077,6.7828e-09,Nucleic acid binding,DTO_05007557,3,1
57410,SCYL1,0.582,0.769,2.5187e-08,Kinase,DTO_03300101,104,40
57412,AS3MT,0.638,0.538,7.9768e-11,Enzyme,DTO_05007624,56,41
57414,RHBDD2,0.839,0.115,0.63858,Receptor,DTO_05007575,13,8
57419,SLC24A3,0.7,0.423,0.87946,Transporter,DTO_05007405,34,26
57446,NDRG3,0.722,0.308,0.36564,Enzyme,DTO_05007624,24,15
57447,NDRG2,0.518,0.692,2.2044e-05,Enzyme,DTO_05007624,156,125
57452,GALNT16,0.821,0.115,0.00013872,Enzyme,DTO_05007624,11,7
57455,REXO1,0.695,0.346,0.9864,Enzyme,DTO_05007624,30,10
57459,GATAD2B,0.593,0.654,0.99998,Nucleic acid binding,DTO_05007557,136,50
57460,PPM1H,0.805,0.154,0.79216,Enzyme,DTO_05007624,17,6
57462,MYORG,0.805,0.269,1.0871e-11,Enzyme,DTO_05007624,32,10
57465,TBC1D24,0.53,0.808,1.2788e-08,Enzyme modulator,DTO_05007584,218,42
57466,SCAF4,0.89,0.308,1.0,Nucleic acid binding,DTO_05007557,6,6
57468,SLC12A5,0.57,0.654,1.0,Transporter,DTO_05007405,135,98
57470,LRRC47,0.89,0.192,0.87056,Enzyme,DTO_05007624,6,3
57472,CNOT6,0.839,0.154,0.019515,Enzyme,DTO_05007624,7,4
57486,NLN,0.597,0.731,3.9148e-12,Enzyme,DTO_05007624,74,59
57491,AHRR,0.666,0.577,0.00018111,Transcription factor,DTO_05007542,49,47
57504,MTA3,0.67,0.462,0.03435,Nucleic acid binding,DTO_05007557,41,36
57505,AARS2,0.644,0.5,4.9777e-17,Nucleic acid binding,DTO_05007557,64,34
57510,XPO5,0.623,0.654,0.99971,Receptor,DTO_05007575,57,37
57512,GPR158,0.678,0.423,0.00055056,G-protein coupled receptor,DTO_02300001,35,18
57515,SERINC1,0.931,0.115,0.0074634,Receptor,DTO_05007575,6,3
57520,HECW2,0.705,0.423,0.9997,Enzyme,DTO_05007624,42,14
57522,SRGAP1,0.686,0.5,0.99845,Enzyme modulator,DTO_05007584,29,11
57524,CASKIN1,1.0,0.038,1.0,Receptor,DTO_05007575,3,1
57528,KCTD16,1.0,0.038,0.99329,Enzyme modulator,DTO_05007584,2,1
57531,HACE1,0.601,0.692,6.0798e-06,Enzyme,DTO_05007624,95,30
57534,MIB1,0.438,0.769,3.3574e-88,Enzyme,DTO_05007624,329,407
57537,SORCS2,0.743,0.346,0.0031696,Transporter,DTO_05007405,19,18
57538,ALPK3,0.792,0.462,8.415800000000001e-25,Kinase,DTO_03300101,16,11
57541,ZNF398,0.695,0.308,0.14568,Transcription factor,DTO_05007542,27,17
57546,PDP2,0.931,0.154,8.1837e-05,Enzyme,DTO_05007624,3,2
57549,IGSF9,0.839,0.154,3.4386e-12,Receptor,DTO_05007575,8,2
57551,TAOK1,0.792,0.269,0.99787,Kinase,DTO_03300101,19,14
57552,NCEH1,0.861,0.115,0.012968,Enzyme,DTO_05007624,5,6
57556,SEMA6A,0.486,0.808,0.99976,Signaling,DTO_05007599,211,264
57558,USP35,0.931,0.115,5.4853e-07,Enzyme,DTO_05007624,4,3
57559,STAMBPL1,0.729,0.462,1.1971e-14,Enzyme,DTO_05007624,16,34
57568,SIPA1L2,0.821,0.192,0.99215,Enzyme modulator,DTO_05007584,7,10
57569,ARHGAP20,0.861,0.231,0.029187,Enzyme modulator,DTO_05007584,6,4
57570,TRMT5,0.769,0.231,0.049774,Enzyme,DTO_05007624,28,3
57572,DOCK6,0.61,0.577,1.2563e-26,Enzyme modulator,DTO_05007584,84,31
57576,KIF17,0.792,0.346,3.7556e-18,Cellular structure,DTO_05007530,11,10
57580,PREX1,0.644,0.615,1.0,Enzyme modulator,DTO_05007584,52,47
57582,KCNT1,0.61,0.308,2.7613e-05,Ion channel,DTO_01300327,72,63
57586,SYT13,0.805,0.192,0.68807,Transporter,DTO_05007405,12,6
57594,HOMEZ,1.0,0.038,0.015814,Transcription factor,DTO_05007542,5,5
57602,USP36,0.89,0.192,1.877e-05,Enzyme,DTO_05007624,4,3
57605,PITPNM2,0.861,0.231,1.0,Transporter,DTO_05007405,9,10
57610,RANBP10,0.931,0.077,0.96855,Transporter,DTO_05007405,8,6
57611,ISLR2,0.821,0.115,0.11102,Receptor,DTO_05007575,8,10
57616,TSHZ3,0.711,0.423,0.99053,Transcription factor,DTO_05007542,26,14
57617,VPS18,0.861,0.115,0.4761,Transporter,DTO_05007405,5,4
57623,ZFAT,0.769,0.423,1.275e-08,Transcription factor,DTO_05007542,23,20
57628,DPP10,0.695,0.577,0.99999,Enzyme,DTO_05007624,32,35
57633,LRRN1,0.805,0.231,0.96996,Receptor,DTO_05007575,9,5
57646,USP28,0.691,0.269,4.5284e-13,Enzyme,DTO_05007624,35,21
57647,DHX37,0.792,0.385,0.99252,Enzyme,DTO_05007624,13,6
57649,PHF12,0.931,0.115,1.0,Nucleic acid binding,DTO_05007557,4,4
57657,HCN3,0.792,0.308,2.5694e-05,Ion channel,DTO_01300327,15,8
57659,ZBTB4,0.78,0.269,0.99991,Transcription factor,DTO_05007542,18,15
57665,RDH14,0.89,0.115,1.7034e-05,Enzyme,DTO_05007624,7,3
57692,MAGEE1,0.736,0.423,0.97046,Cell adhesion,DTO_05007620,19,24
57695,USP37,0.792,0.192,0.99999,Enzyme,DTO_05007624,16,12
57697,FANCM,0.543,0.731,2.3536e-15,Enzyme,DTO_05007624,147,54
57703,CWC22,0.861,0.115,0.0008992,Enzyme,DTO_05007624,5,6
57708,MIER1,0.792,0.346,0.28881,Nucleic acid binding,DTO_05007557,8,5
57709,SLC7A14,0.695,0.308,0.022116,Transporter,DTO_05007405,36,4
57710,KIAA1614,1.0,0.038,1.1531e-15,Cell-cell junction,DTO_05007527,4,4
57713,SFMBT2,0.716,0.346,0.99939,Nucleic acid binding,DTO_05007557,20,9
57715,SEMA4G,0.839,0.115,1.3518e-08,Signaling,DTO_05007599,8,1
57720,GPR107,0.89,0.077,0.28858,G-protein coupled receptor,DTO_02300001,5,1
57721,METTL14,0.716,0.346,0.0013331,Transcription factor,DTO_05007542,27,16
57727,NCOA5,0.631,0.692,0.99926,Receptor,DTO_05007575,53,51
57758,SCUBE2,0.743,0.231,3.5628999999999994e-21,Extracellular structure,DTO_05007621,25,12
57761,TRIB3,0.573,0.692,1.1597e-13,Kinase,DTO_03300101,104,97
57763,ANKRA2,0.89,0.269,3.5443e-06,Transcription factor,DTO_05007542,3,2
57787,MARK4,0.641,0.615,0.99777,Kinase,DTO_03300101,73,50
57794,SUGP1,0.623,0.615,0.99568,Nucleic acid binding,DTO_05007557,72,68
57801,HES4,0.743,0.231,1.3746e-05,Transcription factor,DTO_05007542,15,5
57804,POLD4,0.647,0.577,0.1451,Enzyme,DTO_05007624,43,41
57805,CCAR2,0.631,0.577,0.94099,Calcium-binding protein,DTO_05007616,56,50
57819,LSM2,0.65,0.577,2.4045e-05,Nucleic acid binding,DTO_05007557,42,62
57822,GRHL3,0.572,0.692,0.99292,Transcription factor,DTO_05007542,106,55
57826,RAP2C,0.89,0.038,0.29631,Enzyme modulator,DTO_05007584,9,3
57834,CYP4F11,0.931,0.077,1.4677999999999998e-21,Enzyme,DTO_05007624,3,3
57835,SLC4A5,1.0,0.115,1.1368e-13,Transporter,DTO_05007405,5,7
57862,ZNF410,0.585,0.769,0.35337,Transcription factor,DTO_05007542,75,76
57864,SLC46A2,0.89,0.077,1.3414e-11,Transporter,DTO_05007405,3,2
58157,NGB,0.631,0.462,0.0045474,Transporter,DTO_05007405,56,68
58158,NEUROD4,0.792,0.231,0.097046,Enzyme,DTO_05007624,11,5
58191,CXCL16,0.502,0.769,3.4546e-05,Signaling,DTO_05007599,178,138
58478,ENOPH1,0.76,0.308,0.0061227,Enzyme,DTO_05007624,14,12
58480,RHOU,0.743,0.308,0.077808,Enzyme modulator,DTO_05007584,18,9
58485,TRAPPC1,0.931,0.115,0.086507,Transporter,DTO_05007405,2,1
58489,ABHD17C,1.0,0.077,0.95762,Enzyme,DTO_05007624,6,9
58490,RPRD1B,0.751,0.115,0.041768,Enzyme modulator,DTO_05007584,18,8
58492,ZNF77,0.861,0.192,0.004558,Transcription factor,DTO_05007542,6,4
58498,MYL7,0.76,0.231,1.8314e-06,Calcium-binding protein,DTO_05007616,12,9
58499,ZNF462,0.711,0.462,1.0,Transcription factor,DTO_05007542,34,16
58511,DNASE2B,1.0,0.038,3.6644e-16,Enzyme,DTO_05007624,2,2
58512,DLGAP3,0.736,0.269,0.99998,Receptor,DTO_05007575,18,15
58513,EPS15L1,0.743,0.385,0.99964,Enzyme modulator,DTO_05007584,17,11
58529,MYOZ1,0.861,0.115,1.7902e-05,Cellular structure,DTO_05007530,6,6
58531,PRM3,0.663,0.5,0.35959,Nucleic acid binding,DTO_05007557,40,34
58538,MPP4,0.792,0.308,3.418e-18,Enzyme,DTO_05007624,12,3
58985,IL22RA1,0.682,0.538,0.0056855,Receptor,DTO_05007575,28,14
58986,PGAP6,1.0,0.038,4.3704e-10,Cell adhesion,DTO_05007620,3,3
59084,ENPP5,1.0,0.077,3.1565e-10,Enzyme,DTO_05007624,3,2
59272,ACE2,0.477,0.769,0.99769,Enzyme,DTO_05007624,253,383
59277,NTN4,0.695,0.538,0.91585,Enzyme modulator,DTO_05007584,35,27
59283,CACNG8,1.0,0.038,0.9638,Ion channel,DTO_01300327,2,3
59285,CACNG6,0.839,0.192,3.097e-05,Ion channel,DTO_01300327,6,4
59307,SIGIRR,0.67,0.615,5.9288e-06,Receptor,DTO_05007575,36,31
59338,PLEKHA1,0.769,0.269,0.0002347,Epigenetic regulator,DTO_05007378,17,31
59340,HRH4,0.659,0.462,5.2213e-08,G-protein coupled receptor,DTO_02300001,48,36
59341,TRPV4,0.457,0.808,2.237e-16,Ion channel,DTO_01300327,422,237
59342,SCPEP1,0.674,0.615,1.2284e-13,Enzyme,DTO_05007624,36,27
59343,SENP2,0.663,0.577,0.98262,Enzyme,DTO_05007624,49,26
59344,ALOXE3,0.644,0.538,5.1284e-20,Enzyme,DTO_05007624,61,21
59345,GNB4,0.751,0.346,0.0023672,Enzyme,DTO_05007624,25,10
59348,ZNF350,0.78,0.269,0.000639,Transcription factor,DTO_05007542,17,17
59350,RXFP1,0.659,0.538,1.3875e-12,G-protein coupled receptor,DTO_02300001,41,27
59352,LGR6,0.502,0.923,2.9439e-06,G-protein coupled receptor,DTO_02300001,209,247
60386,SLC25A19,0.653,0.577,0.64923,Transporter,DTO_05007405,73,27
60412,EXOC4,0.743,0.5,3.4137e-13,Transporter,DTO_05007405,20,21
60436,TGIF2,0.695,0.462,0.13641,Enzyme,DTO_05007624,24,19
60481,ELOVL5,0.638,0.462,0.93341,Enzyme,DTO_05007624,57,25
60482,SLC5A7,0.597,0.654,0.015272,Transporter,DTO_05007405,127,31
60484,HAPLN2,0.931,0.077,7.1205e-07,Extracellular structure,DTO_05007621,3,3
60488,MRPS35,1.0,0.077,3.0487e-09,Nucleic acid binding,DTO_05007557,1,2
60489,APOBEC3G,0.653,0.346,5.672e-21,Enzyme,DTO_05007624,52,124
60495,HPSE2,0.588,0.692,0.00015083,Enzyme,DTO_05007624,81,62
60496,AASDHPPT,0.89,0.192,0.033866,Enzyme,DTO_05007624,7,5
60506,NYX,0.678,0.192,0.12961,Receptor,DTO_05007575,36,45
60509,AGBL5,0.711,0.269,2.3696e-08,Enzyme,DTO_05007624,35,8
60558,GUF1,0.805,0.154,5.3495e-18,Enzyme,DTO_05007624,13,1
60559,SPCS3,1.0,0.038,0.81991,Enzyme,DTO_05007624,1,1
60560,NAA35,0.931,0.154,1.0,Enzyme,DTO_05007624,2,2
60598,KCNK15,0.931,0.077,0.033356,Ion channel,DTO_01300327,4,7
60675,PROK2,0.555,0.769,0.013828,Signaling,DTO_05007599,151,55
60678,EEFSEC,0.751,0.385,2.6975e-08,Enzyme,DTO_05007624,23,17
63027,SLC22A23,0.769,0.269,0.82731,Transporter,DTO_05007405,18,16
63036,CELA2A,0.839,0.192,1.9736e-16,Enzyme,DTO_05007624,8,8
63826,SRR,0.617,0.692,0.0057964,Enzyme,DTO_05007624,58,70
63827,BCAN,0.7,0.269,1.7582e-06,Extracellular structure,DTO_05007621,25,22
63875,MRPL17,0.861,0.192,0.028198,Nucleic acid binding,DTO_05007557,4,2
63876,PKNOX2,0.743,0.5,0.99174,Enzyme,DTO_05007624,19,12
63892,THADA,0.686,0.5,4.6208e-41,Receptor,DTO_05007575,47,67
63895,PIEZO2,0.529,0.769,8.0992e-07,Ion channel,DTO_01300327,224,48
63897,HEATR6,0.678,0.462,5.1847999999999994e-21,Immune response,DTO_05007608,35,45
63899,NSUN3,1.0,0.038,9.0405e-09,Enzyme,DTO_05007624,1,1
63908,NAPB,0.89,0.231,0.11216,Transporter,DTO_05007405,4,3
63910,SLC17A9,0.78,0.346,6.0979e-17,Transporter,DTO_05007405,18,7
63916,ELMO2,0.729,0.538,1.0384e-05,Signaling,DTO_05007599,40,4
63917,GALNT11,0.839,0.269,1.6685e-05,Enzyme,DTO_05007624,7,5
63923,TNN,0.805,0.154,1.5729e-28,Signaling,DTO_05007599,16,9
63925,ZNF335,0.711,0.462,6.8885e-07,Transcription factor,DTO_05007542,45,20
63929,XPNPEP3,0.769,0.269,1.8555e-08,Enzyme,DTO_05007624,20,6
63931,MRPS14,0.805,0.231,0.00016481,Nucleic acid binding,DTO_05007557,19,1
63943,FKBPL,0.736,0.346,7.9526e-11,Enzyme,DTO_05007624,23,16
63971,KIF13A,0.792,0.192,0.99999,Cellular structure,DTO_05007530,10,6
63973,NEUROG2,0.716,0.5,0.81093,Enzyme,DTO_05007624,20,10
63974,NEUROD6,0.861,0.115,0.88454,Enzyme,DTO_05007624,6,5
63979,FIGNL1,0.805,0.385,0.00012046,Cellular structure,DTO_05007530,23,11
64005,MYO1G,0.861,0.231,4.3609e-10,Cellular structure,DTO_05007530,12,7
64061,TSPYL2,0.615,0.769,0.87393,Enzyme modulator,DTO_05007584,63,46
64062,RBM26,1.0,0.038,1.0,Nucleic acid binding,DTO_05007557,1,1
64063,PRSS22,0.821,0.192,0.0029749,Enzyme,DTO_05007624,13,4
64067,NPAS3,0.729,0.269,0.99974,Transcription factor,DTO_05007542,29,25
64077,LHPP,0.716,0.423,1.6345e-07,Enzyme,DTO_05007624,28,17
64078,SLC28A3,0.674,0.615,2.6549e-23,Transporter,DTO_05007405,32,25
64080,RBKS,0.89,0.077,5.1575e-09,Kinase,DTO_03300101,6,8
64084,CLSTN2,0.716,0.423,3.5246e-06,Calcium-binding protein,DTO_05007616,25,15
64087,MCCC2,0.674,0.423,4.5134e-11,Enzyme,DTO_05007624,50,28
64093,SMOC1,0.565,0.846,0.0094673,Calcium-binding protein,DTO_05007616,135,56
64094,SMOC2,0.67,0.462,0.0025279,Calcium-binding protein,DTO_05007616,42,23
64098,PARVG,0.805,0.115,1.4217e-05,Cellular structure,DTO_05007530,10,2
64109,CRLF2,0.615,0.538,3.3104e-07,Signaling,DTO_05007599,61,87
64110,MAGEF1,0.839,0.077,0.0030065,Cell adhesion,DTO_05007620,8,3
64116,SLC39A8,0.584,0.769,0.66924,Transporter,DTO_05007405,138,84
64121,RRAGC,0.792,0.154,0.97538,Enzyme modulator,DTO_05007584,11,3
64122,FN3K,0.769,0.346,2.0577e-08,Kinase,DTO_03300101,20,13
64123,ADGRL4,0.76,0.192,2.78e-11,G-protein coupled receptor,DTO_02300001,25,13
64127,NOD2,0.423,0.923,1.9834e-30,Enzyme,DTO_05007624,434,1126
64129,TINAGL1,0.659,0.538,0.00032933,Enzyme,DTO_05007624,38,32
64130,LIN7B,0.89,0.115,0.85352,Cell-cell junction,DTO_05007527,4,2
64137,ABCG4,0.751,0.346,3.8043e-07,Transporter,DTO_05007405,19,14
64147,KIF9,0.805,0.192,5.484099999999999e-22,Cellular structure,DTO_05007530,9,5
64167,ERAP2,0.615,0.577,1.0027999999999999e-28,Enzyme,DTO_05007624,58,52
64175,P3H1,0.736,0.231,2.2869e-20,Extracellular structure,DTO_05007621,37,30
64210,MMS19,0.751,0.385,0.0082883,Transcription factor,DTO_05007542,18,9
64211,LHX5,1.0,0.038,0.94591,Nucleic acid binding,DTO_05007557,1,1
64218,SEMA4A,0.569,0.692,1.8394e-05,Signaling,DTO_05007599,141,27
64221,ROBO3,0.52,0.808,1.9977e-15,Receptor,DTO_05007575,154,236
64222,TOR3A,0.861,0.231,2.3045e-12,Chaperone,DTO_05007613,5,3
64225,ATL2,0.861,0.231,0.011822,Enzyme modulator,DTO_05007584,4,4
64231,MS4A6A,0.821,0.231,8.3775e-13,Receptor,DTO_05007575,10,23
64232,MS4A5,0.931,0.115,0.00037917,Receptor,DTO_05007575,3,2
64236,PDLIM2,0.65,0.385,0.00022117,Cellular structure,DTO_05007530,42,17
64240,ABCG5,0.592,0.577,3.081e-21,Transporter,DTO_05007405,108,102
64241,ABCG8,0.573,0.538,2.3838e-20,Transporter,DTO_05007405,116,118
64282,TENT4B,0.792,0.269,0.99943,Enzyme,DTO_05007624,13,7
64285,RHBDF1,0.67,0.308,5.4089e-15,Enzyme,DTO_05007624,41,19
64321,SOX17,0.555,0.615,0.88495,Transcription factor,DTO_05007542,113,83
64324,NSD1,0.505,0.769,1.0,Epigenetic regulator,DTO_05007378,247,150
64327,LMBR1,0.619,0.308,1.2575e-08,Receptor,DTO_05007575,98,22
64328,XPO4,0.751,0.192,1.0,Transporter,DTO_05007405,17,10
64333,ARHGAP9,0.743,0.346,3.9385e-11,Enzyme modulator,DTO_05007584,20,9
64344,HIF3A,0.682,0.538,0.0015428,Transcription factor,DTO_05007542,31,20
64375,IKZF4,0.861,0.192,0.89759,Transcription factor,DTO_05007542,9,13
64376,IKZF5,0.792,0.269,0.7796,Transcription factor,DTO_05007542,12,14
64377,CHST8,0.769,0.346,0.00010793,Enzyme,DTO_05007624,13,5
64386,MMP25,0.678,0.5,8.7309e-14,Enzyme,DTO_05007624,37,19
64398,MPP5,0.861,0.154,0.2351,Enzyme,DTO_05007624,6,4
64407,RGS18,0.861,0.154,0.0014903,Enzyme modulator,DTO_05007584,4,2
64409,GALNT17,0.931,0.115,0.11671,Enzyme,DTO_05007624,3,3
64422,ATG3,0.686,0.423,0.00071299,Enzyme,DTO_05007624,30,25
64428,CIAO3,0.7,0.462,1.8864e-09,Enzyme,DTO_05007624,30,22
64431,ACTR6,0.931,0.038,5.4629e-09,Cellular structure,DTO_05007530,3,2
64434,NOM1,0.89,0.192,4.1868e-10,Enzyme,DTO_05007624,3,3
64446,DNAI2,0.666,0.5,9.5317e-13,Cellular structure,DTO_05007530,49,11
64499,TPSB2,0.78,0.385,5.3313e-09,Enzyme,DTO_05007624,11,8
64506,CPEB1,0.638,0.538,0.99899,Nucleic acid binding,DTO_05007557,57,36
64518,TEKT3,1.0,0.077,1.9845e-17,Cellular structure,DTO_05007530,1,1
64577,ALDH8A1,0.931,0.038,2.4846e-12,Enzyme,DTO_05007624,3,3
64582,GPR135,0.839,0.192,6.4853e-05,G-protein coupled receptor,DTO_02300001,6,3
64682,ANAPC1,0.743,0.385,0.94532,Enzyme,DTO_05007624,25,15
64699,TMPRSS3,0.65,0.538,6.0739e-11,Enzyme,DTO_05007624,45,48
64748,PLPPR2,1.0,0.077,0.99025,Enzyme,DTO_05007624,1,0
64750,SMURF2,0.623,0.615,0.87235,Enzyme,DTO_05007624,59,47
64753,CCDC136,0.861,0.192,9.1226e-14,Chaperone,DTO_05007613,8,2
64754,SMYD3,0.633,0.462,1.4438e-07,Epigenetic regulator,DTO_05007378,57,73
64756,ATPAF1,0.792,0.269,0.013464,Chaperone,DTO_05007613,8,4
64768,IPPK,0.89,0.231,0.8741,Enzyme,DTO_05007624,6,5
64772,ENGASE,0.861,0.231,4.4142e-25,Enzyme,DTO_05007624,4,5
64779,MTHFSD,0.931,0.154,6.5987e-12,Enzyme,DTO_05007624,4,3
64780,MICAL1,0.736,0.308,3.3836999999999997e-22,Enzyme,DTO_05007624,24,12
64781,CERK,0.76,0.385,2.5948e-05,Kinase,DTO_03300101,15,12
64784,CRTC3,0.705,0.269,0.86585,Transcription factor,DTO_05007542,27,23
64787,EPS8L2,0.89,0.231,1.494e-06,Receptor,DTO_05007575,5,5
64798,DEPTOR,0.626,0.654,3.7245e-12,Enzyme modulator,DTO_05007584,57,36
64802,NMNAT1,0.656,0.269,0.035353,Enzyme,DTO_05007624,57,29
64805,P2RY12,0.533,0.731,0.0016859,G-protein coupled receptor,DTO_02300001,153,275
64816,CYP3A43,0.821,0.154,1.7165e-11,Enzyme,DTO_05007624,11,12
64834,ELOVL1,0.76,0.385,0.67897,Enzyme,DTO_05007624,18,8
64840,PORCN,0.545,0.692,0.99953,Enzyme,DTO_05007624,162,42
64843,ISL2,1.0,0.038,0.11148,Transcription factor,DTO_05007542,2,1
64848,YTHDC2,0.805,0.192,1.0,Enzyme,DTO_05007624,13,7
64849,SLC13A3,0.821,0.308,9.4522e-07,Transporter,DTO_05007405,15,5
64852,TUT1,0.805,0.192,4.5457e-11,Enzyme,DTO_05007624,13,7
64854,USP46,0.769,0.192,0.79135,Enzyme,DTO_05007624,16,6
64859,NABP1,0.711,0.423,3.2763e-05,Nucleic acid binding,DTO_05007557,45,7
64864,RFX7,0.78,0.385,1.0,Enzyme,DTO_05007624,13,7
64895,PAPOLG,0.821,0.231,0.9979,Nucleic acid binding,DTO_05007557,6,5
64901,RANBP17,1.0,0.115,7.1728e-45,Transporter,DTO_05007405,5,7
64919,BCL11B,0.568,0.731,0.98881,Transcription factor,DTO_05007542,123,108
64924,SLC30A5,0.931,0.077,0.068068,Transporter,DTO_05007405,2,2
64926,RASAL3,0.839,0.077,1.114e-10,Enzyme modulator,DTO_05007584,7,2
64928,MRPL14,1.0,0.115,9.2387e-05,Nucleic acid binding,DTO_05007557,1,1
64943,NT5DC2,0.821,0.115,1.211e-05,Enzyme,DTO_05007624,14,10
64963,MRPS11,0.89,0.077,4.6918e-08,Nucleic acid binding,DTO_05007557,5,2
64969,MRPS5,0.839,0.077,0.00036306,Nucleic acid binding,DTO_05007557,6,2
64975,MRPL41,0.666,0.308,0.55531,Nucleic acid binding,DTO_05007557,36,19
